grid_index,theta_deg,phi_deg,pair_000_tdoa_s,pair_001_tdoa_s,pair_002_tdoa_s,pair_003_tdoa_s,pair_004_tdoa_s,pair_005_tdoa_s,pair_006_tdoa_s,pair_007_tdoa_s,pair_008_tdoa_s,pair_009_tdoa_s,pair_010_tdoa_s,pair_011_tdoa_s,pair_012_tdoa_s,pair_013_tdoa_s,pair_014_tdoa_s,pair_015_tdoa_s,pair_016_tdoa_s,pair_017_tdoa_s,pair_018_tdoa_s,pair_019_tdoa_s,pair_020_tdoa_s,pair_021_tdoa_s,pair_022_tdoa_s,pair_023_tdoa_s,pair_024_tdoa_s,pair_025_tdoa_s,pair_026_tdoa_s,pair_027_tdoa_s,pair_028_tdoa_s,pair_029_tdoa_s,pair_030_tdoa_s,pair_031_tdoa_s,pair_032_tdoa_s,pair_033_tdoa_s,pair_034_tdoa_s,pair_035_tdoa_s,pair_036_tdoa_s,pair_037_tdoa_s,pair_038_tdoa_s,pair_039_tdoa_s,pair_040_tdoa_s,pair_041_tdoa_s,pair_042_tdoa_s,pair_043_tdoa_s,pair_044_tdoa_s,pair_045_tdoa_s,pair_046_tdoa_s,pair_047_tdoa_s,pair_048_tdoa_s,pair_049_tdoa_s,pair_050_tdoa_s,pair_051_tdoa_s,pair_052_tdoa_s,pair_053_tdoa_s,pair_054_tdoa_s,pair_055_tdoa_s,pair_056_tdoa_s,pair_057_tdoa_s,pair_058_tdoa_s,pair_059_tdoa_s,pair_060_tdoa_s,pair_061_tdoa_s,pair_062_tdoa_s,pair_063_tdoa_s,pair_064_tdoa_s,pair_065_tdoa_s,pair_066_tdoa_s,pair_067_tdoa_s,pair_068_tdoa_s,pair_069_tdoa_s,pair_070_tdoa_s,pair_071_tdoa_s,pair_072_tdoa_s,pair_073_tdoa_s,pair_074_tdoa_s,pair_075_tdoa_s,pair_076_tdoa_s,pair_077_tdoa_s,pair_078_tdoa_s,pair_079_tdoa_s,pair_080_tdoa_s,pair_081_tdoa_s,pair_082_tdoa_s,pair_083_tdoa_s,pair_084_tdoa_s,pair_085_tdoa_s,pair_086_tdoa_s,pair_087_tdoa_s,pair_088_tdoa_s,pair_089_tdoa_s,pair_090_tdoa_s,pair_091_tdoa_s,pair_092_tdoa_s,pair_093_tdoa_s,pair_094_tdoa_s,pair_095_tdoa_s,pair_096_tdoa_s,pair_097_tdoa_s,pair_098_tdoa_s,pair_099_tdoa_s,pair_100_tdoa_s,pair_101_tdoa_s,pair_102_tdoa_s,pair_103_tdoa_s,pair_104_tdoa_s,pair_105_tdoa_s,pair_106_tdoa_s,pair_107_tdoa_s,pair_108_tdoa_s,pair_109_tdoa_s,pair_110_tdoa_s,pair_111_tdoa_s,pair_112_tdoa_s,pair_113_tdoa_s,pair_114_tdoa_s,pair_115_tdoa_s,pair_116_tdoa_s,pair_117_tdoa_s,pair_118_tdoa_s,pair_119_tdoa_s,pair_120_tdoa_s,pair_121_tdoa_s,pair_122_tdoa_s,pair_123_tdoa_s,pair_124_tdoa_s,pair_125_tdoa_s,pair_126_tdoa_s,pair_127_tdoa_s,pair_128_tdoa_s,pair_129_tdoa_s,pair_130_tdoa_s,pair_131_tdoa_s,pair_132_tdoa_s,pair_133_tdoa_s,pair_134_tdoa_s,pair_135_tdoa_s,pair_136_tdoa_s,pair_137_tdoa_s,pair_138_tdoa_s,pair_139_tdoa_s,pair_140_tdoa_s,pair_141_tdoa_s,pair_142_tdoa_s,pair_143_tdoa_s,pair_144_tdoa_s,pair_145_tdoa_s,pair_146_tdoa_s,pair_147_tdoa_s,pair_148_tdoa_s,pair_149_tdoa_s,pair_150_tdoa_s,pair_151_tdoa_s,pair_152_tdoa_s,pair_153_tdoa_s,pair_154_tdoa_s,pair_155_tdoa_s,pair_156_tdoa_s,pair_157_tdoa_s,pair_158_tdoa_s,pair_159_tdoa_s
0,-60.0,-60.0,-2.954080823405e-04,-3.042450762566e-04,-2.663722451873e-04,-2.752092391035e-04,-2.890959438289e-04,-2.865710884243e-04,-2.183999924996e-04,-2.802589499127e-04,-2.474358296527e-04,-2.221872756065e-04,1.855768722395e-04,-2.714219559966e-04,-1.742150229187e-04,-2.688971005920e-04,-1.653780290026e-04,1.249803425287e-04,2.146127093926e-04,-1.211930594217e-04,-2.512231127596e-04,6.438381281779e-05,-2.575352512712e-04,-2.423861188435e-04,1.249803425287e-04,-1.262427702310e-06,-2.600601066758e-04,-2.575352512712e-04,-2.221872756065e-04,-6.312138511548e-05,2.537479681642e-04,2.070381431788e-04,-2.310242695227e-04,2.360739803319e-04,2.322866972250e-04,-1.944138661557e-04,-1.161433486125e-04,-5.933410200855e-05,-1.641156013003e-04,-2.322866972250e-04,5.933410200855e-05,2.455421880992e-04,2.524855404619e-06,2.449109742481e-04,-1.035190715894e-04,1.540161796818e-04,2.183999924996e-04,-2.234497033088e-04,1.464416134679e-04,-2.322866972250e-04,2.303930556715e-04,2.165063509461e-04,6.312138511548e-05,-1.615907458956e-04,2.234497033088e-04,1.893641553465e-04,-1.963075077092e-04,-2.284994141181e-04,1.394982611052e-04,-5.049710809239e-05,1.262427702310e-06,-2.133502816903e-04,2.146127093926e-05,-1.817895891326e-04,-2.120878539880e-04,-2.146127093926e-04,-1.325549087425e-04,8.205780065013e-05,-4.039768647391e-05,-1.729525952164e-04,1.716901675141e-04,2.101942124346e-04,-1.792647337280e-04,-1.483352550214e-04,-1.514913242772e-04,7.890173139435e-05,-2.051445016253e-04,-1.969387215603e-04,1.357109779983e-04,2.114566401369e-04,1.451791857656e-04,1.735838090676e-04,9.152600841745e-05,-9.846936078015e-05,2.056494727062e-04,-9.341964997092e-05,1.963075077092e-04,3.345433411121e-05,-1.855768722395e-04,2.032508600719e-04,-1.413919026587e-04,-1.805271614303e-04,1.950450800068e-04,1.761086644722e-04,-1.982011492626e-04,-9.531329152438e-05,-4.292254187853e-05,-1.792647337280e-04,-3.219190640890e-05,-1.754774506210e-04,1.647468151514e-04,1.609595320445e-04,8.079537294782e-05,1.723213813653e-04,1.969387215603e-04,-9.089479456630e-05,-1.863343288609e-04,-9.278843611976e-05,-1.951713227771e-04,1.766136355531e-04,1.947925944664e-04,1.009942161848e-05,1.795172192684e-04,-9.594450537554e-05,-3.345433411121e-05,9.215722226861e-05,8.710751145937e-05,1.504813821153e-04,-1.881017276441e-04,1.704277398118e-05,1.905003402785e-04,-1.590658904910e-04,-1.893641553465e-04,-1.874705137930e-04,1.228342154347e-04,-1.312924810402e-04,-1.850719011586e-04,-1.843144445372e-04,-2.524855404619e-05,1.824208029837e-04,1.830520168349e-04,1.796434620387e-04,1.301562961081e-04,-1.762349072424e-04,-1.774973349447e-04,-1.590658904910e-04,1.129872793567e-04,1.035190715894e-04,1.062964125345e-04,1.591921332613e-04,-1.110936378033e-04,-1.383620761731e-04,-1.673979133263e-04,1.628531735979e-04,-7.827051754320e-05,1.336910936746e-04,-1.224554871240e-04,-1.161433486125e-04,-5.807167430625e-05,-1.502288965749e-04,-1.552786073841e-04,1.754774506210e-04,8.597132652729e-05,1.703014970416e-04,3.787283106929e-06,1.657567573133e-04,1.186682040171e-04,-1.679028844072e-04,-1.383620761731e-04,6.223768572387e-05,-1.735838090676e-04,1.594446188017e-04
1,-60.0,-45.0,-3.008110727753e-04,-2.951986820097e-04,-2.846491557706e-04,-2.790367650050e-04,-2.700017010947e-04,-2.671855908139e-04,-2.484982733737e-04,-2.756140918602e-04,-2.646601903784e-04,-2.493268536549e-04,1.236036260887e-04,-2.419886098989e-04,-2.131759712580e-04,-2.429453719958e-04,-2.052060214643e-04,6.054442620436e-05,1.631573518344e-04,-1.698837193487e-04,-2.149322808000e-04,-1.005624728927e-06,-2.276318650682e-04,-2.024348841531e-04,6.205357515540e-05,-6.366044937056e-05,-2.485577627613e-04,-2.510236738092e-04,-1.753785550542e-04,-1.194500979268e-04,2.245395613604e-04,1.569727444188e-04,-2.437144628894e-04,1.965264701646e-04,1.911704430302e-04,-2.213679384690e-04,-1.627423498362e-04,-1.140940707924e-04,-1.988932322331e-04,-2.394632094633e-04,-2.110398437274e-06,2.378357935947e-04,-5.679527328516e-05,2.301519521259e-04,-1.494163729081e-04,1.016073009012e-04,2.243518901571e-04,-2.247020893899e-04,9.391354453450e-05,-2.190896986244e-04,2.126388126796e-04,2.216738765899e-04,6.263926599162e-06,-1.123193551699e-04,1.967828337958e-04,2.081899731524e-04,-2.119727604279e-04,-2.114699480635e-04,8.786703383242e-05,-1.000875251945e-04,-5.254401985914e-05,-2.157013716936e-04,-3.303343551540e-05,-1.393756842688e-04,-2.124068803644e-04,-1.910766074286e-04,-1.655782899128e-04,2.851661541788e-05,-8.882308407164e-05,-1.932808414675e-04,1.296203920969e-04,1.855824835807e-04,-1.961709575540e-04,-1.758218780310e-04,-1.055823609001e-04,2.631698289913e-05,-2.063603696624e-04,-1.645726651839e-04,1.662687734805e-04,1.918952728119e-04,1.728676710368e-04,1.338075546152e-04,1.309464713649e-04,-1.362384075914e-04,2.013397405997e-04,-1.321153359810e-04,1.666982918969e-04,8.051284994300e-05,-1.515228816828e-04,1.991549092421e-04,-1.682662183779e-04,-1.451360866459e-04,1.671766729453e-04,1.396419627980e-04,-1.731491778416e-04,-1.325296261216e-04,-8.786632197477e-05,-1.907380213302e-04,1.785802530137e-05,-1.885512069931e-04,1.824306904852e-04,1.212361521626e-04,3.125871989287e-05,1.863515744743e-04,1.940010697290e-04,-4.252316101577e-05,-1.907755555709e-04,-4.520117458295e-05,-1.851631648053e-04,1.851778235949e-04,1.850803067772e-04,-3.702832531022e-05,1.855112386870e-04,-4.966453052826e-05,-7.673997756541e-05,4.581765234493e-05,1.224340496149e-04,1.693493216823e-04,-1.851256305647e-04,-2.947266565710e-05,1.761427596846e-04,-1.736420753082e-04,-1.787615686072e-04,-1.783472784666e-04,8.105206779770e-05,-1.545871389333e-04,-1.701258513048e-04,-1.761476459478e-04,2.013166362586e-05,1.757333558072e-04,1.720985801431e-04,1.598833258621e-04,1.525275861077e-04,-1.757382420704e-04,-1.571500736095e-04,-1.691146284551e-04,7.225750368187e-05,6.188573374803e-05,1.340270195667e-04,1.686895031125e-04,-1.374911929113e-04,-1.025590343633e-04,-1.421127601091e-04,1.352327828625e-04,-1.112948870240e-04,9.731150162017e-05,-1.452589550837e-04,-7.672085962717e-05,-9.419894100189e-05,-1.626538276123e-04,-1.652677502717e-04,1.606319513989e-04,1.172052839921e-04,1.490864305857e-04,-3.840929244565e-05,1.689183897725e-04,8.029154438342e-05,-1.680296845426e-04,-1.546246731740e-04,1.950201686441e-05,-1.617268102093e-04,1.328269967632e-04
2,-60.0,-30.0,-2.857142857143e-04,-2.660349854227e-04,-2.835276967930e-04,-2.638483965015e-04,-2.325072886297e-04,-2.295918367347e-04,-2.616618075802e-04,-2.521865889213e-04,-2.638483965015e-04,-2.594752186589e-04,5.320699708455e-05,-1.960641399417e-04,-2.376093294461e-04,-2.004373177843e-04,-2.310495626822e-04,-8.017492711370e-06,1.005830903790e-04,-2.069970845481e-04,-1.639941690962e-04,-6.632653061224e-05,-1.822157434402e-04,-1.486880466472e-04,-5.102040816327e-06,-1.217201166181e-04,-2.201166180758e-04,-2.274052478134e-04,-1.166180758017e-04,-1.676384839650e-04,1.800291545190e-04,9.620991253644e-05,-2.397959183673e-04,1.435860058309e-04,1.370262390671e-04,-2.332361516035e-04,-1.982507288630e-04,-1.610787172012e-04,-2.201166180758e-04,-2.303206997085e-04,-6.341107871720e-05,2.139212827988e-04,-1.122448979592e-04,1.997084548105e-04,-1.851311953353e-04,4.227405247813e-05,2.150145772595e-04,-2.106413994169e-04,3.498542274052e-05,-1.909620991254e-04,1.803935860058e-04,2.117346938776e-04,-5.102040816327e-05,-5.539358600583e-05,1.567055393586e-04,2.128279883382e-04,-2.131924198251e-04,-1.800291545190e-04,3.024781341108e-05,-1.428571428571e-04,-1.027696793003e-04,-2.033527696793e-04,-8.527696793003e-05,-8.746355685131e-05,-1.982507288630e-04,-1.545189504373e-04,-1.873177842566e-04,-2.696793002915e-05,-1.311953352770e-04,-2.004373177843e-04,7.871720116618e-05,1.483236151603e-04,-1.997084548105e-04,-1.913265306122e-04,-5.247813411079e-05,-2.806122448980e-05,-1.935131195335e-04,-1.209912536443e-04,1.854956268222e-04,1.592565597668e-04,1.887755102041e-04,8.491253644315e-05,1.614431486880e-04,-1.647230320700e-04,1.833090379009e-04,-1.618075801749e-04,1.257288629738e-04,1.220845481050e-04,-1.071428571429e-04,1.814868804665e-04,-1.836734693878e-04,-9.985422740525e-05,1.279154518950e-04,9.365889212828e-05,-1.362973760933e-04,-1.607142857143e-04,-1.268221574344e-04,-1.892128279883e-04,6.669096209913e-05,-1.887755102041e-04,1.876822157434e-04,7.325072886297e-05,-2.040816326531e-05,1.876822157434e-04,1.778425655977e-04,8.746355685131e-06,-1.822157434402e-04,5.466472303207e-06,-1.625364431487e-04,1.811224489796e-04,1.627551020408e-04,-8.163265306122e-05,1.788629737609e-04,2.023001138165e-20,-1.147959183673e-04,-3.644314868805e-06,1.494169096210e-04,1.766763848397e-04,-1.695335276968e-04,-7.397959183673e-05,1.497813411079e-04,-1.763848396501e-04,-1.559766763848e-04,-1.570699708455e-04,3.374635568513e-05,-1.673469387755e-04,-1.435860058309e-04,-1.559766763848e-04,6.413994169096e-05,1.570699708455e-04,1.494169096210e-04,1.292274052478e-04,1.645043731778e-04,-1.632653061224e-04,-1.260932944606e-04,-1.676384839650e-04,2.660349854227e-05,1.603498542274e-05,1.526239067055e-04,1.666909620991e-04,-1.545189504373e-04,-5.976676384840e-05,-1.071428571429e-04,9.839650145773e-05,-1.367346938776e-04,5.430029154519e-05,-1.581632653061e-04,-3.206997084548e-05,-1.239067055394e-04,-1.639941690962e-04,-1.639941690962e-04,1.348396501458e-04,1.404518950437e-04,1.177113702624e-04,-7.798833819242e-05,1.605685131195e-04,3.644314868805e-05,-1.567055393586e-04,-1.603498542274e-04,-2.456268221574e-05,-1.388483965015e-04,9.715743440233e-05
3,-60.0,-15.0,-2.511465422470e-04,-2.187414442228e-04,-2.630842938307e-04,-2.306791958064e-04,-1.791678886811e-04,-1.763517784004e-04,-2.569935220167e-04,-2.115729867054e-04,-2.450557704330e-04,-2.519407763143e-04,-2.081560084218e-05,-1.367782228588e-04,-2.458500045003e-04,-1.442697916041e-04,-2.411474580308e-04,-7.603303274835e-05,3.115425753565e-05,-2.300039405145e-04,-1.018801257817e-04,-1.271273930441e-04,-1.243819200226e-04,-8.480836448094e-05,-7.190996113794e-05,-1.714847590701e-04,-1.766748896283e-04,-1.882895299841e-04,-4.991026740388e-05,-2.044025843567e-04,1.232500583093e-04,2.889053410910e-05,-2.195356782901e-04,8.086039248693e-05,7.354392335803e-05,-2.292097064472e-04,-2.202486483426e-04,-1.970861152278e-04,-2.263394201566e-04,-2.054822148914e-04,-1.203903987743e-04,1.754283901019e-04,-1.600452183308e-04,1.556551563335e-04,-2.082296327442e-04,-1.994010276010e-05,1.910243762500e-04,-1.822258461750e-04,-2.632689779707e-05,-1.498207481508e-04,1.358548345603e-04,1.873661416855e-04,-1.048277864246e-04,5.307164502300e-06,1.059490213823e-04,2.029621278336e-04,-1.998833681283e-04,-1.363196716062e-04,-2.943274550735e-05,-1.758912823166e-04,-1.459917549321e-04,-1.771460124677e-04,-1.317090159071e-04,-2.959093257476e-05,-1.705841178143e-04,-1.074310823284e-04,-1.962918811605e-04,-8.061465561132e-05,-1.646268411937e-04,-1.939343221323e-04,2.244956306227e-05,1.009567374832e-04,-1.896361509055e-04,-1.937925963143e-04,4.202390793953e-06,-8.052710580311e-05,-1.674782701040e-04,-6.916448811641e-05,1.920812597419e-04,1.157647753574e-04,1.918186103173e-04,3.023086923714e-05,1.809377422256e-04,-1.819820541306e-04,1.527861272016e-04,-1.804729051796e-04,7.619121981576e-05,1.553363860678e-04,-5.546122395054e-05,1.514508207083e-04,-1.865636769936e-04,-4.776746758388e-05,7.993700418842e-05,4.129312273870e-05,-9.015713340626e-05,-1.779465323284e-04,-1.571352724484e-04,-1.747930931080e-04,1.109790200419e-04,-1.761350743610e-04,1.801435081583e-04,2.027338944393e-05,-7.068426382303e-05,1.762226241692e-04,1.495643845195e-04,5.941982270013e-05,-1.612382295199e-04,5.576158813568e-05,-1.288331314956e-04,1.647238787853e-04,1.293384060659e-04,-1.206738504104e-04,1.600254927581e-04,4.966453052826e-05,-1.450287070418e-04,-5.285792804674e-05,1.662172541595e-04,1.719632443417e-04,-1.423879950838e-04,-1.134449310898e-04,1.132125716600e-04,-1.671072686597e-04,-1.225622314305e-04,-1.250886042817e-04,-1.585911479889e-05,-1.687023212940e-04,-1.072610113467e-04,-1.251761540899e-04,1.037771887261e-04,1.277025269410e-04,1.165527236313e-04,8.976485052422e-05,1.652704590722e-04,-1.396661093709e-04,-8.644346567326e-05,-1.547380538285e-04,-2.086349105862e-05,-3.090852066004e-05,1.608197268253e-04,1.533327074886e-04,-1.610164968457e-04,-1.290148714648e-05,-6.487134552432e-05,5.485466108651e-05,-1.528562573081e-04,7.588606336880e-06,-1.602890103751e-04,1.476643345120e-05,-1.451704328598e-04,-1.541585789693e-04,-1.515446563100e-04,9.985824956827e-05,1.541269415559e-04,7.831447458293e-05,-1.122526075732e-04,1.412761576495e-04,-9.888787365264e-06,-1.347021706355e-04,-1.551474577059e-04,-6.695347509465e-05,-1.065076940299e-04,5.486675344716e-05
4,-60.0,0.0,-1.994635769649e-04,-1.565410350864e-04,-2.247121310111e-04,-1.817895891326e-04,-1.136184932079e-04,-1.110936378033e-04,-2.348115526296e-04,-1.565410350864e-04,-2.095629985834e-04,-2.272369864157e-04,-9.341964997092e-05,-6.817109592472e-05,-2.373364080342e-04,-7.827051754320e-05,-2.348115526296e-04,-1.388670472541e-04,-4.039768647391e-05,-2.373364080342e-04,-3.282312026005e-05,-1.792647337280e-04,-5.807167430625e-05,-1.514913242772e-05,-1.338173364448e-04,-2.095629985834e-04,-1.211930594217e-04,-1.363421918494e-04,2.019884323695e-05,-2.272369864157e-04,5.807167430625e-05,-4.039768647391e-05,-1.843144445372e-04,1.262427702310e-05,5.049710809239e-06,-2.095629985834e-04,-2.272369864157e-04,-2.196624202019e-04,-2.171375647973e-04,-1.666404567049e-04,-1.691653121095e-04,1.249803425287e-04,-1.969387215603e-04,1.009942161848e-04,-2.171375647973e-04,-8.079537294782e-05,1.540161796818e-04,-1.413919026587e-04,-8.584508375706e-05,-9.846936078015e-05,8.205780065013e-05,1.502288965749e-04,-1.514913242772e-04,6.564624052010e-05,4.797225268777e-05,1.792647337280e-04,-1.729525952164e-04,-8.332022835244e-05,-8.710751145937e-05,-1.969387215603e-04,-1.792647337280e-04,-1.388670472541e-04,-1.691653121095e-04,3.029826485543e-05,-1.312924810402e-04,-5.302196349701e-05,-1.918890107511e-04,-1.287676256356e-04,-1.868392999418e-04,-1.742150229187e-04,-3.534797566467e-05,4.670982498546e-05,-1.666404567049e-04,-1.830520168349e-04,6.059652971086e-05,-1.275051979333e-04,-1.300300533379e-04,-1.262427702310e-05,1.855768722395e-04,6.438381281779e-05,1.817895891326e-04,-2.651098174850e-05,1.881017276441e-04,-1.868392999418e-04,1.118510944246e-04,-1.868392999418e-04,2.146127093926e-05,1.780023060257e-04,0.000000000000e+00,1.110936378033e-04,-1.767398783234e-04,7.574566213858e-06,2.651098174850e-05,-1.388670472541e-05,-3.787283106929e-05,-1.830520168349e-04,-1.767398783234e-04,-1.484614977916e-04,1.477040411702e-04,-1.514913242772e-04,1.603283181933e-04,-3.408554796236e-05,-1.161433486125e-04,1.527537519795e-04,1.110936378033e-04,1.060439269940e-04,-1.292725967165e-04,1.022566438871e-04,-8.635005483798e-05,1.370996484708e-04,8.710751145937e-05,-1.514913242772e-04,1.302825388784e-04,9.594450537554e-05,-1.653780290026e-04,-9.846936078015e-05,1.716901675141e-04,1.555310929246e-04,-1.055389559131e-04,-1.451791857656e-04,6.892855254611e-05,-1.464416134679e-04,-8.079537294782e-05,-8.458265605475e-05,-6.438381281779e-05,-1.585609194101e-04,-6.362635619641e-05,-8.584508375706e-05,1.363421918494e-04,8.963236686399e-05,7.574566213858e-05,4.418496958084e-05,1.547736363032e-04,-1.065488980749e-04,-4.090265755483e-05,-1.312924810402e-04,-6.690866822241e-05,-7.574566213858e-05,1.580559483292e-04,1.295250822570e-04,-1.565410350864e-04,3.484300458375e-05,-1.817895891326e-05,7.574566213858e-06,-1.585609194101e-04,-3.964022985252e-05,-1.514913242772e-04,6.059652971086e-05,-1.565410350864e-04,-1.338173364448e-04,-1.287676256356e-04,5.807167430625e-05,1.572984917078e-04,3.358057688144e-05,-1.388670472541e-04,1.123560655056e-04,-5.554681890163e-05,-1.035190715894e-04,-1.393720183350e-04,-1.047814992917e-04,-6.690866822241e-05,8.836993916168e-06
5,-60.0,15.0,-1.341874985418e-04,-8.367261310516e-05,-1.710262078175e-04,-1.205113223809e-04,-4.032618518592e-05,-3.826464938071e-05,-1.966275639753e-04,-9.084107062257e-05,-1.597888546995e-04,-1.870473714198e-04,-1.596573043374e-04,5.081778538531e-06,-2.126487275775e-04,-6.937237059891e-06,-2.124736279611e-04,-1.922375019781e-04,-1.091965949106e-04,-2.284947915634e-04,3.847072666456e-05,-2.191854790573e-04,1.219606004609e-05,5.554248796533e-05,-1.866052814166e-04,-2.333598660625e-04,-5.745212249655e-05,-7.510335865642e-05,8.893143609135e-05,-2.345855633774e-04,-1.106419833281e-05,-1.069328714841e-04,-1.365324859832e-04,-5.647216205726e-05,-6.378863118616e-05,-1.756349186854e-04,-2.187394993915e-04,-2.272690942485e-04,-1.931381432338e-04,-1.164424267803e-04,-2.064118889833e-04,6.601509115186e-05,-2.204111763722e-04,3.945068710384e-05,-2.112479306462e-04,-1.361445719898e-04,1.065120349920e-04,-9.092233463736e-05,-1.395130691247e-04,-4.040744920070e-05,2.266866323262e-05,1.028538004276e-04,-1.878309787315e-04,1.215116337320e-04,-1.327374574951e-05,1.433507442677e-04,-1.342353887583e-04,-2.464264922962e-05,-1.388460444574e-04,-2.045651123863e-04,-2.003211171693e-04,-9.112452225870e-05,-1.950932718506e-04,8.812268560598e-05,-8.305347865429e-05,5.000514523743e-06,-1.744092213705e-04,-1.681452947714e-04,-1.963189691655e-04,-1.426232577972e-04,-9.073660826536e-05,-1.072028489340e-05,-1.322884907662e-04,-1.598367449160e-04,1.128611152685e-04,-1.657940215366e-04,-8.372050332160e-05,4.477625768674e-05,1.664257275743e-04,8.615199833922e-06,1.593719078700e-04,-8.144615313946e-05,1.824468911766e-04,-1.789637562286e-04,6.329359440526e-05,-1.804729051796e-04,-3.473122808532e-05,1.885376629906e-04,5.546122395054e-05,6.316560707279e-05,-1.548715490218e-04,6.240040584168e-05,-2.872172028611e-05,-6.812017621134e-05,1.699244211724e-05,-1.756828089019e-04,-1.842999535670e-04,-1.120124967450e-04,1.743632759853e-04,-1.165236907951e-04,1.295870182986e-04,-8.612161160405e-05,-1.536874561300e-04,1.188749640299e-04,6.505204326158e-05,1.454413129091e-04,-8.849725007998e-05,1.417830783447e-04,-3.798236464333e-05,1.001323036810e-04,3.894038389887e-05,-1.719849147456e-04,9.166104527617e-05,1.356860207373e-04,-1.744571115870e-04,-1.373702693047e-04,1.654626796840e-04,1.284997545519e-04,-6.149761130830e-05,-1.670197188515e-04,1.994716648602e-05,-1.157962043245e-04,-3.352244331942e-05,-3.831253959715e-05,-1.085208603924e-04,-1.376138529027e-04,-1.565567001886e-05,-4.066381283191e-05,1.596156999144e-04,4.545390910963e-05,2.977665894676e-05,-4.406044020366e-06,1.337292459956e-04,-6.617055545552e-05,7.425599081120e-06,-9.889954264015e-05,-1.083941302187e-04,-1.154208619180e-04,1.445209181542e-04,9.689053671987e-05,-1.413975604822e-04,8.021300313238e-05,2.975229370559e-05,-4.022172282870e-05,-1.534599168886e-04,-8.416764988605e-05,-1.323697547810e-04,1.022970726112e-04,-1.572436244681e-04,-1.043566635852e-04,-9.721529407270e-05,1.232761040823e-05,1.497504095979e-04,-1.344178164000e-05,-1.560179271532e-04,7.577909317459e-05,-9.741942652530e-05,-6.528131888785e-05,-1.140986062377e-04,-1.354688374716e-04,-2.274992724741e-05,-3.779499214639e-05
6,-60.0,30.0,-5.976676384840e-05,-5.102040816327e-06,-1.056851311953e-04,-5.102040816327e-05,3.571428571429e-05,3.717201166181e-05,-1.450437317784e-04,-1.895043731778e-05,-9.912536443149e-05,-1.341107871720e-04,-2.150145772595e-04,7.798833819242e-05,-1.734693877551e-04,6.486880466472e-05,-1.756559766764e-04,-2.325072886297e-04,-1.705539358601e-04,-2.040816326531e-04,1.071428571429e-04,-2.441690962099e-04,8.163265306122e-05,1.224489795918e-04,-2.266763848397e-04,-2.412536443149e-04,1.020408163265e-05,-8.746355685131e-06,1.516034985423e-04,-2.259475218659e-04,-7.944606413994e-05,-1.661807580175e-04,-7.944606413994e-05,-1.217201166181e-04,-1.282798833819e-04,-1.297376093294e-04,-1.953352769679e-04,-2.193877551020e-04,-1.559766763848e-04,-5.830903790087e-05,-2.295918367347e-04,2.551020408163e-06,-2.288629737609e-04,-2.478134110787e-05,-1.909620991254e-04,-1.822157434402e-04,5.174927113703e-05,-3.425655976676e-05,-1.836734693878e-04,2.040816326531e-05,-3.826530612245e-05,4.846938775510e-05,-2.113702623907e-04,1.690962099125e-04,-7.361516034985e-05,9.766763848397e-05,-8.637026239067e-05,3.571428571429e-05,-1.811224489796e-04,-1.982507288630e-04,-2.077259475219e-04,-3.717201166181e-05,-2.077259475219e-04,1.399416909621e-04,-2.915451895044e-05,6.268221574344e-05,-1.450437317784e-04,-1.960641399417e-04,-1.924198250729e-04,-1.013119533528e-04,-1.399416909621e-04,-6.741982507289e-05,-8.892128279883e-05,-1.257288629738e-04,1.574344023324e-04,-1.927842565598e-04,-3.170553935860e-05,9.912536443149e-05,1.359329446064e-04,-4.774052478134e-05,1.260932944606e-04,-1.308309037901e-04,1.643586005831e-04,-1.588921282799e-04,1.042274052478e-05,-1.618075801749e-04,-8.855685131195e-05,1.862244897959e-04,1.071428571429e-04,1.093294460641e-05,-1.224489795918e-04,1.129737609329e-04,-8.199708454810e-05,-1.177113702624e-04,7.069970845481e-05,-1.563411078717e-04,-1.793002915452e-04,-6.793002915452e-05,1.891399416910e-04,-7.361516034985e-05,9.001457725948e-05,-1.322886297376e-04,-1.807580174927e-04,7.689504373178e-05,1.457725947522e-05,1.749271137026e-04,-4.169096209913e-05,1.716472303207e-04,1.297376093294e-05,5.634110787172e-05,-1.188046647230e-05,-1.807580174927e-04,4.679300291545e-05,1.661807580175e-04,-1.716472303207e-04,-1.669096209913e-04,1.479591836735e-04,9.271137026239e-05,-1.326530612245e-05,-1.774781341108e-04,-3.039358600583e-05,-7.725947521866e-05,1.603498542274e-05,1.056851311953e-05,-1.452623906706e-04,-1.072886297376e-04,3.338192419825e-05,7.288629737609e-06,1.720116618076e-04,-1.822157434402e-06,-1.822157434402e-05,-5.269679300292e-05,1.035714285714e-04,-2.128279883382e-05,5.524781341108e-05,-5.976676384840e-05,-1.424927113703e-04,-1.472303206997e-04,1.211370262391e-04,5.765306122449e-05,-1.166180758017e-04,1.201166180758e-04,7.565597667638e-05,-8.527696793003e-05,-1.379008746356e-04,-1.229591836735e-04,-1.042274052478e-04,1.370262390671e-04,-1.472303206997e-04,-6.778425655977e-05,-5.903790087464e-05,-3.425655976676e-05,1.319970845481e-04,-5.954810495627e-05,-1.625364431487e-04,3.403790087464e-05,-1.326530612245e-04,-2.259475218659e-05,-8.104956268222e-05,-1.569241982507e-04,2.295918367347e-05,-8.185131195335e-05
