grid_index,theta_deg,phi_deg,pair_000_tdoa_s,pair_001_tdoa_s,pair_002_tdoa_s,pair_003_tdoa_s,pair_004_tdoa_s,pair_005_tdoa_s,pair_006_tdoa_s,pair_007_tdoa_s,pair_008_tdoa_s,pair_009_tdoa_s,pair_010_tdoa_s,pair_011_tdoa_s,pair_012_tdoa_s,pair_013_tdoa_s,pair_014_tdoa_s,pair_015_tdoa_s,pair_016_tdoa_s,pair_017_tdoa_s,pair_018_tdoa_s,pair_019_tdoa_s,pair_020_tdoa_s,pair_021_tdoa_s,pair_022_tdoa_s,pair_023_tdoa_s,pair_024_tdoa_s,pair_025_tdoa_s,pair_026_tdoa_s,pair_027_tdoa_s,pair_028_tdoa_s,pair_029_tdoa_s,pair_030_tdoa_s,pair_031_tdoa_s,pair_032_tdoa_s,pair_033_tdoa_s,pair_034_tdoa_s,pair_035_tdoa_s,pair_036_tdoa_s,pair_037_tdoa_s,pair_038_tdoa_s,pair_039_tdoa_s,pair_040_tdoa_s,pair_041_tdoa_s,pair_042_tdoa_s,pair_043_tdoa_s,pair_044_tdoa_s,pair_045_tdoa_s,pair_046_tdoa_s,pair_047_tdoa_s,pair_048_tdoa_s,pair_049_tdoa_s,pair_050_tdoa_s,pair_051_tdoa_s,pair_052_tdoa_s,pair_053_tdoa_s,pair_054_tdoa_s,pair_055_tdoa_s,pair_056_tdoa_s,pair_057_tdoa_s,pair_058_tdoa_s,pair_059_tdoa_s,pair_060_tdoa_s,pair_061_tdoa_s,pair_062_tdoa_s,pair_063_tdoa_s,pair_064_tdoa_s,pair_065_tdoa_s,pair_066_tdoa_s,pair_067_tdoa_s,pair_068_tdoa_s,pair_069_tdoa_s,pair_070_tdoa_s,pair_071_tdoa_s,pair_072_tdoa_s,pair_073_tdoa_s,pair_074_tdoa_s,pair_075_tdoa_s,pair_076_tdoa_s,pair_077_tdoa_s,pair_078_tdoa_s,pair_079_tdoa_s,pair_080_tdoa_s,pair_081_tdoa_s,pair_082_tdoa_s,pair_083_tdoa_s,pair_084_tdoa_s,pair_085_tdoa_s,pair_086_tdoa_s,pair_087_tdoa_s,pair_088_tdoa_s,pair_089_tdoa_s,pair_090_tdoa_s,pair_091_tdoa_s,pair_092_tdoa_s,pair_093_tdoa_s,pair_094_tdoa_s,pair_095_tdoa_s,pair_096_tdoa_s,pair_097_tdoa_s,pair_098_tdoa_s,pair_099_tdoa_s,pair_100_tdoa_s,pair_101_tdoa_s,pair_102_tdoa_s,pair_103_tdoa_s,pair_104_tdoa_s,pair_105_tdoa_s,pair_106_tdoa_s,pair_107_tdoa_s,pair_108_tdoa_s,pair_109_tdoa_s,pair_110_tdoa_s,pair_111_tdoa_s,pair_112_tdoa_s,pair_113_tdoa_s,pair_114_tdoa_s,pair_115_tdoa_s,pair_116_tdoa_s,pair_117_tdoa_s,pair_118_tdoa_s,pair_119_tdoa_s
0,-60.0,-60.0,-1.735838090676e-04,1.073063546963e-05,-1.054127131429e-04,-1.192994178683e-04,-1.464416134679e-04,-1.464416134679e-04,-1.394982611052e-04,-1.394982611052e-04,-4.797225268777e-05,-4.670982498546e-05,-6.564624052010e-05,6.438381281779e-05,-1.364684346197e-04,1.336910936746e-04,-1.293988394867e-04,5.175953579470e-06,-1.263690130012e-04,-1.022566438871e-04,1.228342154347e-04,2.550103958666e-05,-9.278843611976e-05,-9.228346503884e-05,-2.840462330197e-05,9.152600841745e-05,-4.860346653892e-05,8.874866747237e-05,8.041664463713e-05,-1.093262390200e-04,-5.226450687562e-05,1.065488980749e-04,-8.205780065013e-05,-8.205780065013e-05,-1.023828866573e-04,-8.079537294782e-05,6.009155862994e-05,9.960554571223e-05,-1.091999962498e-04,1.075588402368e-04,-1.123560655056e-04,-1.123560655056e-04,-6.943352362703e-06,-3.484300458375e-05,3.004577931497e-05,6.943352362703e-06,-3.193942086843e-05,-9.922681740154e-05,3.029826485543e-05,-5.567306167186e-05,-9.531329152438e-05,5.163329302447e-05,9.569201983507e-05,-8.635005483798e-05,8.723375422960e-05,-9.657571922669e-05,-8.950612409376e-05,-4.494242620222e-05,-6.337387065595e-05,4.090265755483e-05,1.009942161848e-05,-8.647629760821e-05,-8.571884098683e-05,-7.561941936835e-05,-4.304878464876e-05,-2.284994141181e-05,-4.317502741899e-05,-7.044346578888e-05,-6.930728085680e-05,-3.560046120513e-05,-7.864924585389e-05,-7.511444828743e-05,-6.602496883080e-05,7.347329227442e-05,-4.557364005338e-05,2.007260046672e-05,-2.360739803319e-05,6.438381281779e-05,4.077641478460e-05,-5.011837978169e-05,-3.408554796236e-05,3.408554796236e-05,-3.787283106929e-05,-4.645733944500e-05,-5.365317734816e-05,-5.491560505047e-05,-1.527537519795e-05,-5.870288815740e-05,-6.034404417040e-05,-5.807167430625e-06,3.029826485543e-06,5.744046045509e-05,1.716901675141e-05,-5.845040261694e-05,2.714219559966e-05,-5.920785923832e-05,-2.714219559966e-05,-5.074959363285e-05,5.314820626724e-05,4.418496958084e-05,4.721479606638e-05,-3.029826485543e-06,9.973178848246e-06,-1.767398783234e-05,-1.275051979333e-05,-4.001895816322e-05,1.477040411702e-05,-2.613225343781e-05,2.726843836989e-05,1.312924810402e-05,-1.666404567049e-05,-3.888277323114e-05,-3.989271539299e-05,3.724161721814e-05,3.711537444790e-05,-5.554681890163e-06,7.069595132934e-06,1.704277398118e-05,1.085687823986e-05,-1.009942161848e-05,-2.032508600719e-05,2.019884323695e-05
1,-60.0,-45.0,-1.617268102093e-04,4.988583608784e-05,-6.984576864383e-05,-1.355135778097e-04,-1.489974812473e-04,-1.482429067718e-04,-1.157862894266e-04,-1.157862894266e-04,-1.049535022930e-05,-9.464582326692e-06,-9.359237813785e-05,9.180703575973e-05,-1.278002763903e-04,1.252307572143e-04,-1.277627421496e-04,3.614464871507e-05,-1.127629628898e-04,-1.142788387121e-04,1.089713233918e-04,5.296638428965e-05,-1.063217070999e-04,-6.682244210703e-05,-5.526169301809e-05,1.052909391973e-04,-7.235763904018e-05,6.303080260911e-05,9.667292633967e-05,-1.143163729527e-04,-2.320576969947e-05,1.125014282523e-04,-9.718289268998e-05,-5.643587101203e-05,-8.185975560752e-05,-5.540510310943e-05,7.985119076508e-05,7.929023643158e-05,-1.106667961275e-04,1.094022553017e-04,-1.023023859890e-04,-1.030569604645e-04,-3.321119182071e-05,-7.472023692491e-06,2.649616291973e-06,3.245661734520e-05,-6.384034124881e-06,-9.927905945222e-05,5.119493299047e-06,-7.239517328083e-05,-8.182222136687e-05,6.879488620229e-05,9.624199442983e-05,-6.914629048220e-05,9.258051972710e-05,-9.130422339527e-05,-9.126668915462e-05,-2.250933719298e-05,-7.543818724199e-05,1.890905011444e-05,-1.197645272304e-05,-7.626690989478e-05,-7.504478957280e-05,-6.000747607231e-05,-5.861645166740e-05,-4.152050564532e-05,-5.834224121990e-05,-7.547572148264e-05,-7.417074313253e-05,-1.639080366475e-05,-7.500725533215e-05,-6.472627534478e-05,-5.232455490762e-05,6.346173451895e-05,-5.735785978033e-05,3.623451835752e-05,-3.927158337992e-05,5.106001408178e-05,5.253545237982e-05,-5.865398590805e-05,-4.594052078274e-05,4.594052078274e-05,-2.247180295233e-05,-3.265023748722e-05,-4.192119967189e-05,-4.370654205001e-05,4.309319098382e-07,-6.038118631714e-05,-6.043840798215e-05,9.444467787750e-06,-1.201398696369e-05,5.935041841454e-05,2.096166762241e-06,-5.791130931007e-05,1.272932896202e-05,-5.566238704466e-05,-1.348390343754e-05,-5.275548681746e-05,4.663999894437e-05,3.396406805970e-05,4.896384731954e-05,-1.499977925984e-05,2.119720485703e-05,-5.375856930250e-06,-2.301214955745e-05,-4.361667240756e-05,3.080548201811e-06,-1.582850191263e-05,1.713348026273e-05,3.023326536806e-06,-6.814966034719e-06,-3.884065147008e-05,-3.649605299499e-05,3.833068511976e-05,3.392653381905e-05,-1.374118737277e-05,3.753424065065e-08,2.123473909768e-05,1.625943382247e-05,-1.503731350049e-05,-1.682173557458e-05,1.709594602208e-05
2,-60.0,-30.0,-1.388483965015e-04,8.564139941691e-05,-2.951895043732e-05,-1.424927113703e-04,-1.413994169096e-04,-1.399416909621e-04,-8.418367346939e-05,-8.418367346939e-05,2.769679300292e-05,2.842565597668e-05,-1.151603498542e-04,1.129737609329e-04,-1.104227405248e-04,1.082361516035e-04,-1.174198250729e-04,6.465014577259e-05,-9.147230320700e-05,-1.185131195335e-04,8.768221574344e-05,7.682215743440e-05,-1.126093294461e-04,-3.680758017493e-05,-7.835276967930e-05,1.118804664723e-04,-9.118075801749e-05,3.301749271137e-05,1.063411078717e-04,-1.115160349854e-04,7.434402332362e-06,1.107871720117e-04,-1.056851311953e-04,-2.696793002915e-05,-5.575801749271e-05,-2.623906705539e-05,9.416909620991e-05,5.357142857143e-05,-1.045918367347e-04,1.037900874636e-04,-8.527696793003e-05,-8.673469387755e-05,-5.721574344023e-05,2.040816326531e-05,-2.492711370262e-05,5.575801749271e-05,1.960641399417e-05,-9.256559766764e-05,-2.040816326531e-05,-8.418367346939e-05,-6.275510204082e-05,8.126822157434e-05,9.023323615160e-05,-4.723032069971e-05,9.161807580175e-05,-7.981049562682e-05,-8.680758017493e-05,1.457725947522e-06,-8.236151603499e-05,-4.373177842566e-06,-3.323615160350e-05,-6.086005830904e-05,-5.925655976676e-05,-4.030612244898e-05,-7.018950437318e-05,-5.736151603499e-05,-6.953352769679e-05,-7.536443148688e-05,-7.397959183673e-05,3.935860058309e-06,-6.625364431487e-05,-4.992711370262e-05,-3.505830903790e-05,4.912536443149e-05,-6.523323615160e-05,4.992711370262e-05,-5.225947521866e-05,3.425655976676e-05,6.071428571429e-05,-6.319241982507e-05,-5.466472303207e-05,5.466472303207e-05,-5.539358600583e-06,-1.661807580175e-05,-2.733236151603e-05,-2.951895043732e-05,1.610787172012e-05,-5.794460641399e-05,-5.641399416910e-05,2.405247813411e-05,-2.623906705539e-05,5.721574344023e-05,-1.311953352770e-05,-5.342565597668e-05,-2.551020408163e-06,-4.832361516035e-05,1.093294460641e-06,-5.116618075802e-05,3.695335276968e-05,2.142857142857e-05,4.737609329446e-05,-2.594752186589e-05,3.097667638484e-05,7.288629737609e-06,-3.170553935860e-05,-4.424198250729e-05,-8.819241982507e-06,-4.446064139942e-06,5.830903790087e-06,-7.288629737609e-06,3.498542274052e-06,-3.615160349854e-05,-3.061224489796e-05,3.680758017493e-05,2.842565597668e-05,-2.099125364431e-05,-6.997084548105e-06,2.397959183673e-05,2.055393586006e-05,-1.895043731778e-05,-1.217201166181e-05,1.282798833819e-05
3,-60.0,-15.0,-1.065076940299e-04,1.155606429048e-04,1.281953545913e-05,-1.397612021312e-04,-1.241652159832e-04,-1.221036801779e-04,-4.684407928537e-05,-4.684407928537e-05,6.400144556309e-05,6.437873280085e-05,-1.288803340395e-04,1.264415109965e-04,-8.552007737475e-05,8.386543112960e-05,-9.907494096289e-05,8.874984223513e-05,-6.394795722580e-05,-1.146709271110e-04,6.041770999383e-05,9.544262750461e-05,-1.112228120862e-04,-4.284342481309e-06,-9.610423457094e-05,1.108455248485e-04,-1.037900590192e-04,7.540952493346e-07,1.087623186393e-04,-1.011160635228e-04,3.756793213117e-05,1.015229530829e-04,-1.069851026627e-04,4.337830818600e-06,-2.585646263026e-05,4.715118056359e-06,1.020695333698e-04,2.420181638510e-05,-9.138911651458e-05,9.110479668601e-05,-6.244006543345e-05,-6.450160123866e-05,-7.732113669779e-05,4.689756762266e-05,-5.080510209239e-05,7.525960089258e-05,4.426071740065e-05,-7.954394337389e-05,-4.454503722921e-05,-9.023519543111e-05,-3.941132621839e-05,8.820326194820e-05,7.807523194712e-05,-2.209568261332e-05,8.441201141653e-05,-6.287781447449e-05,-7.643267806262e-05,2.532544747371e-05,-8.367204361904e-05,-2.735738095662e-05,-5.223086167752e-05,-4.130569432554e-05,-3.943009333872e-05,-1.785797318977e-05,-7.697925834956e-05,-6.929343390125e-05,-7.598621917073e-05,-7.011718003090e-05,-6.874685361432e-05,2.399430142271e-05,-5.298495692685e-05,-3.172550177009e-05,-1.540289734385e-05,3.144118194152e-05,-6.866307528216e-05,6.021725875735e-05,-6.168597018412e-05,1.511857751528e-05,6.475554081243e-05,-6.342439476143e-05,-5.966361474449e-05,5.966361474449e-05,1.177058388557e-05,5.465802869372e-07,-1.088086809173e-05,-1.331969113469e-05,3.068708669219e-05,-5.155919734172e-05,-4.854505988196e-05,3.702135184423e-05,-3.867599808938e-05,5.118191010397e-05,-2.744115928878e-05,-4.529913247855e-05,-1.765752195329e-05,-3.769166876141e-05,1.559598614809e-05,-4.608998403603e-05,2.474839667204e-05,7.432753066973e-06,4.255973680406e-05,-3.512698373708e-05,3.864513860840e-05,1.945640833388e-05,-3.823824904835e-05,-4.185227461248e-05,-2.011801540020e-05,7.239365556416e-06,-5.869039139829e-06,-1.710387794044e-05,1.357363070846e-05,-3.099888349193e-05,-2.264226290026e-05,3.277609946857e-05,2.098761665511e-05,-2.681080066968e-05,-1.355486358814e-05,2.509027502027e-05,2.344772113577e-05,-2.157212014895e-05,-6.692785269479e-06,7.685824448307e-06
4,-60.0,0.0,-6.690866822241e-05,1.376046195518e-04,5.428439119932e-05,-1.275051979333e-04,-9.846936078015e-05,-9.594450537554e-05,-6.312138511548e-06,-6.312138511548e-06,9.594450537554e-05,9.594450537554e-05,-1.338173364448e-04,1.312924810402e-04,-5.478936228024e-05,5.377942011839e-05,-7.397826335535e-05,1.068013836154e-04,-3.206566363867e-05,-1.030141005085e-04,2.903583715312e-05,1.075588402368e-04,-1.022566438871e-04,2.853086607220e-05,-1.073063546963e-04,1.022566438871e-04,-1.093262390200e-04,-3.156069255774e-05,1.037715571299e-04,-8.382519943336e-05,6.514126943918e-05,8.534011267613e-05,-1.009942161848e-04,3.534797566467e-05,5.807167430625e-06,3.534797566467e-05,1.030141005085e-04,-6.817109592472e-06,-7.195837903165e-05,7.221086457211e-05,-3.534797566467e-05,-3.787283106929e-05,-9.215722226861e-05,7.019098024842e-05,-7.322080673396e-05,8.963236686399e-05,6.589872606057e-05,-6.110150079179e-05,-6.564624052010e-05,-9.013733794491e-05,-1.338173364448e-05,8.912739578306e-05,6.059652971086e-05,4.544739728315e-06,7.145340795073e-05,-4.166011417622e-05,-6.084901525133e-05,4.746728160684e-05,-7.928045970505e-05,-4.847722376869e-05,-6.766612484380e-05,-1.893641553465e-05,-1.691653121095e-05,5.807167430625e-06,-7.852300308366e-05,-7.650311875997e-05,-7.726057538135e-05,-6.009155862994e-05,-5.882913092763e-05,4.241757079761e-05,-3.610543228606e-05,-1.136184932079e-05,5.302196349701e-06,1.161433486125e-05,-6.741363930334e-05,6.640369714149e-05,-6.690866822241e-05,-5.049710809239e-06,6.438381281779e-05,-5.933410200855e-05,-6.059652971086e-05,6.059652971086e-05,2.827838053174e-05,1.767398783234e-05,6.312138511548e-06,3.787283106929e-06,4.317502741899e-05,-4.166011417622e-05,-3.736785998837e-05,4.746728160684e-05,-4.847722376869e-05,4.166011417622e-05,-3.989271539299e-05,-3.408554796236e-05,-3.156069255774e-05,-2.449109742481e-05,2.903583715312e-05,-3.787283106929e-05,1.085687823986e-05,-7.069595132934e-06,3.484300458375e-05,-4.191259971668e-05,4.367999849991e-05,3.029826485543e-05,-4.216508525714e-05,-3.661040336698e-05,-3.004577931497e-05,1.843144445372e-05,-1.716901675141e-05,-2.575352512712e-05,2.272369864157e-05,-2.373364080342e-05,-1.312924810402e-05,2.651098174850e-05,1.211930594217e-05,-3.080323593636e-05,-1.918890107511e-05,2.449109742481e-05,2.474358296527e-05,-2.272369864157e-05,-7.574566213858e-07,2.019884323695e-06
5,-60.0,15.0,-2.274992724741e-05,1.502710687786e-04,9.204985538847e-05,-1.065599252085e-04,-6.606298136830e-05,-6.324687108758e-05,3.464996407053e-05,3.464996407053e-05,1.213491057024e-04,1.209718184647e-04,-1.296349085150e-04,1.271960854721e-04,-2.032484269003e-05,2.002843050081e-05,-4.384008935500e-05,1.175745871999e-04,2.001851934431e-06,-8.433703319517e-05,-4.324780005578e-06,1.123450957562e-04,-8.632185439414e-05,5.940174325237e-05,-1.111957240813e-04,8.669914163190e-05,-1.074120165017e-04,-6.172467132352e-05,9.170893549261e-05,-6.082178653020e-05,8.827533688595e-05,6.334148462170e-05,-8.812074077473e-05,6.394921438449e-05,3.707504862791e-05,6.357192714673e-05,9.693842693631e-05,-3.737146081713e-05,-4.762379693456e-05,4.839588137172e-05,-5.846979769635e-06,-8.663090050361e-06,-1.007129454388e-04,8.870099356633e-05,-9.064663439972e-05,9.789683515810e-05,8.304584544225e-05,-3.849509190573e-05,-8.227376100509e-05,-8.389676983676e-05,1.355980196294e-05,8.397764488530e-05,3.898827411531e-05,3.087544556801e-05,5.362537281542e-05,-1.760334594344e-05,-4.111859260840e-05,6.637429894186e-05,-6.948604347931e-05,-6.629342389333e-05,-7.849005342553e-05,4.723348681030e-06,6.749864562956e-06,2.907655918742e-05,-7.471553492301e-05,-7.849924250257e-05,-7.326975105887e-05,-4.597079681434e-05,-4.490230018796e-05,5.795015282100e-05,-1.676538210201e-05,9.776094383380e-06,2.564595412431e-05,-9.004009946221e-06,-6.157007521230e-05,6.806483330273e-05,-6.757165109315e-05,-2.487386968715e-05,5.962443437891e-05,-5.120028825804e-05,-5.739989131794e-05,5.739989131794e-05,4.285905227690e-05,3.359694231461e-05,2.307498330656e-05,2.063616026360e-05,5.272066137730e-05,-2.892196307620e-05,-2.364410218988e-05,5.467839457134e-05,-5.497480676056e-05,2.929925031396e-05,-4.962564886899e-05,-2.054908968157e-05,-4.331305412089e-05,-9.621498272157e-06,4.049694384016e-05,-2.707470725299e-05,-3.774518502522e-06,-2.109016210759e-05,2.475177918184e-05,-4.584194128943e-05,4.573813867827e-05,3.907534469734e-05,-4.321844058676e-05,-2.887359363358e-05,-3.792597302242e-05,2.836745087091e-05,-2.729895424453e-05,-3.264811213610e-05,3.032518406495e-05,-1.485098971586e-05,-2.721496746599e-06,1.843918443374e-05,2.425084557377e-06,-3.269648157872e-05,-2.351524666497e-05,2.222289201330e-05,2.435321050639e-05,-2.232669462447e-05,5.229491443698e-06,-3.783707579560e-06
6,-60.0,30.0,2.295918367347e-05,1.526967930029e-04,1.235422740525e-04,-7.835276967930e-05,-2.915451895044e-05,-2.623906705539e-05,7.325072886297e-05,7.325072886297e-05,1.384839650146e-04,1.377551020408e-04,-1.166180758017e-04,1.144314868805e-04,1.552478134111e-05,-1.508746355685e-05,-1.071428571429e-05,1.203352769679e-04,3.593294460641e-05,-5.991253644315e-05,-3.739067055394e-05,1.094752186589e-04,-6.450437317784e-05,8.622448979592e-05,-1.075072886297e-04,6.523323615160e-05,-9.817784256560e-05,-8.768221574344e-05,7.339650145773e-05,-3.367346938776e-05,1.053935860058e-04,3.702623906706e-05,-6.924198250729e-05,8.819241982507e-05,6.581632653061e-05,8.746355685131e-05,8.425655976676e-05,-6.537900874636e-05,-2.004373177843e-05,2.128279883382e-05,2.405247813411e-05,2.113702623907e-05,-1.024052478134e-04,1.011661807580e-04,-1.018950437318e-04,9.948979591837e-05,9.453352769679e-05,-1.326530612245e-05,-9.329446064140e-05,-7.193877551020e-05,3.957725947522e-05,7.310495626822e-05,1.472303206997e-05,5.510204081633e-05,3.214285714286e-05,7.653061224490e-06,-1.858600583090e-05,8.075801749271e-05,-5.495626822157e-05,-7.959183673469e-05,-8.396501457726e-05,2.806122448980e-05,2.995626822157e-05,5.036443148688e-05,-6.581632653061e-05,-7.514577259475e-05,-6.428571428571e-05,-2.871720116618e-05,-2.791545189504e-05,6.953352769679e-05,3.717201166181e-06,3.024781341108e-05,4.424198250729e-05,-2.900874635569e-05,-5.153061224490e-05,6.508746355685e-05,-6.362973760933e-05,-4.300291545190e-05,5.080174927114e-05,-3.957725947522e-05,-5.029154518950e-05,5.029154518950e-05,5.451895043732e-05,4.723032069971e-05,3.826530612245e-05,3.607871720117e-05,5.867346938776e-05,-1.421282798834e-05,-8.309037900875e-06,5.816326530612e-05,-5.772594752187e-05,1.494169096210e-05,-5.597667638484e-05,-5.612244897959e-06,-5.211370262391e-05,5.903790087464e-06,4.919825072886e-05,-1.443148688047e-05,-1.814868804665e-05,-3.367346938776e-05,1.297376093294e-05,-4.664723032070e-05,4.467930029155e-05,4.518950437318e-05,-4.132653061224e-05,-1.916909620991e-05,-4.322157434402e-05,3.637026239067e-05,-3.556851311953e-05,-3.731778425656e-05,3.586005830904e-05,-4.956268221574e-06,7.871720116618e-06,9.110787172012e-06,-7.434402332362e-06,-3.236151603499e-05,-2.623906705539e-05,1.844023323615e-05,2.230320699708e-05,-2.040816326531e-05,1.086005830904e-05,-9.329446064140e-06
7,-60.0,45.0,6.710366416885e-05,1.447164831274e-04,1.466154909031e-04,-4.480600238056e-05,9.740775753779e-06,1.255688603450e-05,1.068595775360e-04,1.068595775360e-04,1.461813709666e-04,1.451506030640e-04,-9.565391394306e-05,9.386857156494e-05,5.031641717977e-05,-4.917517190633e-05,2.314167879166e-05,1.148953164740e-04,6.741526648547e-05,-3.140509934268e-05,-6.790844869505e-05,9.914478632633e-05,-3.829102552799e-05,1.071711798526e-04,-9.649240912226e-05,3.932179343060e-05,-8.225301090518e-05,-1.076643620622e-04,5.008221714195e-05,-4.230360954576e-06,1.153294364106e-04,8.187716508741e-06,-4.564449755977e-05,1.064254575994e-04,9.007233054688e-05,1.053946896968e-04,6.583274728966e-05,-8.893108527344e-05,8.902280574576e-06,-7.280671273118e-06,5.231279940162e-05,4.949668912089e-05,-9.711880178218e-05,1.067370599161e-04,-1.061994742230e-04,9.430269150145e-05,9.957890626284e-05,1.286848835112e-05,-9.795729696138e-05,-5.507827251707e-05,6.289759215878e-05,5.725028569312e-05,-1.054556027998e-05,7.557352304344e-05,8.469858874593e-06,3.238792491725e-05,5.213186529145e-06,8.963821061036e-05,-3.668131410407e-05,-8.746619743432e-05,-8.371789874430e-05,4.948677422295e-05,5.112120170597e-05,6.822005101167e-05,-5.243184425178e-05,-6.667124246886e-05,-5.092071232115e-05,-9.506575715963e-06,-9.026211687943e-06,7.637830756964e-05,2.394646331786e-05,4.865819394169e-05,5.982299289573e-05,-4.703658464023e-05,-3.797942321137e-05,5.767449073169e-05,-5.535156266054e-05,-5.820138359427e-05,3.851700890440e-05,-2.525710586367e-05,-3.975591336711e-05,3.975591336711e-05,6.246347222226e-05,5.764503078092e-05,5.084791156250e-05,4.906256918438e-05,6.062777742193e-05,1.464887839118e-06,7.592273589738e-06,5.768440562963e-05,-5.654316035619e-05,-4.341199365141e-07,-5.851298591089e-05,9.707065100776e-06,-5.736288841507e-05,2.102674490910e-05,5.454677813434e-05,-8.047845261995e-07,-3.128605449252e-05,-4.396198537718e-05,3.116023166201e-07,-4.427358769380e-05,4.057564142599e-05,4.822407400517e-05,-3.661828587182e-05,-8.158256557973e-06,-4.557169680111e-05,4.189450063321e-05,-4.141413660519e-05,-3.944431105049e-05,3.895112884091e-05,5.276214761387e-06,1.792849226252e-05,-8.384951792022e-07,-1.678724698908e-05,-2.982116665340e-05,-2.717473838810e-05,1.340090303789e-05,1.873327678872e-05,-1.709884930570e-05,1.575053014771e-05,-1.423939821709e-05
8,-60.0,60.0,1.066751408452e-04,1.268739840821e-04,1.596971043422e-04,-8.205780065013e-06,4.797225268777e-05,5.049710809239e-05,1.331861225937e-04,1.331861225937e-04,1.439167580633e-04,1.426543303610e-04,-6.817109592472e-05,6.690866822241e-05,8.167907233944e-05,-7.991167355620e-05,5.542057613139e-05,1.016254300359e-04,9.430334936253e-05,-7.574566213858e-07,-9.379837828161e-05,8.205780065013e-05,-9.468207767323e-06,1.208143311110e-04,-7.890173139435e-05,1.073063546963e-05,-6.072277248110e-05,-1.203093600301e-04,2.335491249273e-05,2.550103958666e-05,1.174057763148e-04,-2.120878539880e-05,-1.893641553465e-05,1.174057763148e-04,1.081900540879e-04,1.161433486125e-04,4.292254187853e-05,-1.064226553047e-04,3.724161721814e-05,-3.534797566467e-05,7.700808984089e-05,7.448323443627e-05,-8.521386990590e-05,1.050339848322e-04,-1.032665860489e-04,8.268901450128e-05,9.783814692900e-05,3.812531660975e-05,-9.594450537554e-05,-3.446427627305e-05,8.193155787990e-05,3.749410275860e-05,-3.509549012421e-05,9.089479456630e-05,-1.578034627887e-05,5.491560505047e-05,2.865710884243e-05,9.240970780907e-05,-1.590658904910e-05,-8.937988132353e-05,-7.776554646228e-05,6.753988207357e-05,6.880230977588e-05,8.142658679897e-05,-3.547421843490e-05,-5.365317734816e-05,-3.408554796236e-05,1.035190715894e-05,1.047814992917e-05,7.801803200274e-05,4.254381356784e-05,6.375259896664e-05,7.132716518050e-05,-6.185895741317e-05,-2.183999924996e-05,4.633109667477e-05,-4.330127018922e-05,-6.943352362703e-05,2.360739803319e-05,-9.215722226861e-06,-2.651098174850e-05,2.651098174850e-05,6.615121160103e-05,6.413132727733e-05,5.996531585971e-05,5.870288815740e-05,5.845040261694e-05,1.704277398118e-05,2.297618418204e-05,5.327444903747e-05,-5.150705025423e-05,-1.578034627887e-05,-5.706173214440e-05,2.436485465458e-05,-5.870288815740e-05,3.471676181352e-05,5.617803275278e-05,1.287676256356e-05,-4.229132802737e-05,-5.125456471377e-05,-1.237179148263e-05,-3.888277323114e-05,3.370681965167e-05,4.797225268777e-05,-2.941456546382e-05,3.408554796236e-06,-4.481618343199e-05,4.456369789153e-05,-4.443745512130e-05,-3.888277323114e-05,3.938774431206e-05,1.514913242772e-05,2.676346728897e-05,-1.073063546963e-05,-2.499606850573e-05,-2.524855404619e-05,-2.625849620804e-05,7.448323443627e-06,1.388670472541e-05,-1.262427702310e-05,1.956762938580e-05,-1.817895891326e-05
